id,text,sent,answer
24,"A king of this ethnic group and his ally, Stotzas, were opposed by Governor John Troglita",0,"['Zenata', 'Berbers', 'Amazigh', 'Tuareg', 'Jarawa', 'Sanhaja', 'Imazighen', 'Kutama', 'Berber']"
24,This ethnic group failed to capture Kairouan in a 740 revolt originally led by Maysara,1,"['Zenata', 'Berbers', 'Amazigh', 'Tuareg', 'Jarawa', 'Sanhaja', 'Imazighen', 'Kutama', 'Berber']"
24,"The Battle of Meskiana was won by a queen of this ethnic group, Kahina",2,"['Zenata', 'Berbers', 'Amazigh', 'Tuareg', 'Jarawa', 'Sanhaja', 'Imazighen', 'Kutama', 'Berber']"
24,"This is the primary ethnic group who traditionally wear indigo-dyed ""tagelmust"" veils",3,"['Zenata', 'Berbers', 'Amazigh', 'Tuareg', 'Jarawa', 'Sanhaja', 'Imazighen', 'Kutama', 'Berber']"
24,Arabs and this ethnic group are mentioned in the full title of Ibn Khaldūn's Muqaddimah,4,"['Zenata', 'Berbers', 'Amazigh', 'Tuareg', 'Jarawa', 'Sanhaja', 'Imazighen', 'Kutama', 'Berber']"
24,A member of this ethnic group led the Umayyad conquest of al-Andalus and gave his name to the Strait of Gibraltar,5,"['Zenata', 'Berbers', 'Amazigh', 'Tuareg', 'Jarawa', 'Sanhaja', 'Imazighen', 'Kutama', 'Berber']"
24,People from this ethnic group founded the Almoravid dynasty after they were converted to Islam during the conquest of the Maghreb,6,"['Zenata', 'Berbers', 'Amazigh', 'Tuareg', 'Jarawa', 'Sanhaja', 'Imazighen', 'Kutama', 'Berber']"
24,"For 10 points, name this North African ethnic group that inspired the name of Barbary pirates",7,"['Zenata', 'Berbers', 'Amazigh', 'Tuareg', 'Jarawa', 'Sanhaja', 'Imazighen', 'Kutama', 'Berber']"
25,Four monophonic melodies and three contrafacta accompanying vocal parts from this country survive among the repertoire of Marcabru,0,"['française', 'République française', 'France', 'French', 'French Republic']"
25,"Two voices converse in the partimen genre of choral works from this country called tenso, some of which were composed by Peirol",1,"['française', 'République française', 'France', 'French', 'French Republic']"
25,"The line ""I must sing of what I do not want"" opens a piece from this country by Beatriz that exemplifies the canso style",2,"['française', 'République française', 'France', 'French', 'French Republic']"
25,A composer from this country named Jaufre Rudel was depicted in Kaija Saariaho's Love From Afar,3,"['française', 'République française', 'France', 'French', 'French Republic']"
25,"A school of polyphonic music led by Leonin and Perotin was located in this country, whose composers Arnaut Daniel and Bertran de Born wrote songs of chivalry",4,"['française', 'République française', 'France', 'French', 'French Republic']"
25,"The oldest Ordinary Mass setting by a single composer was written by a composer from, for 10 points, what country of the medieval troubadours and Guillaume de Machaut?",5,"['française', 'République française', 'France', 'French', 'French Republic']"
26,One of these objects is stolen by the six-year-old son of a poor maid by using shelves to form a walkway to a fastened window,0,"['necklace', 'necklaces', 'Necklace', ""The Queen's Necklace"", 'parure']"
26,"A woman is ""lost in ecstasy"" when she looks at herself in a mirror after passing over a Venetian Cross to instead select one of these objects from a black satin box",1,"['necklace', 'necklaces', 'Necklace', ""The Queen's Necklace"", 'parure']"
26,A historical one of these objects titles a Maurice Leblanc story and an Alexandre Dumas novel,2,"['necklace', 'necklaces', 'Necklace', ""The Queen's Necklace"", 'parure']"
26,"In a story titled for one of these objects, the materialistic wife of a clerk at the Ministry of Public Instruction dreams of ""dainty dinners"" as her husband eats his soup",3,"['necklace', 'necklaces', 'Necklace', ""The Queen's Necklace"", 'parure']"
26,Mathilde Loisel takes up housework for ten years after losing one of these items at a ball,4,"['necklace', 'necklaces', 'Necklace', ""The Queen's Necklace"", 'parure']"
26,"For 10 points, name these pieces of jewelry, one of which titles a story by Guy de Maupassant",5,"['necklace', 'necklaces', 'Necklace', ""The Queen's Necklace"", 'parure']"
27,The top edge of this structure's cavity is denoted by the linea terminalis,0,"['pelvic girdle', 'pelvic cavity', 'pelvic', 'pelvic diaphragm', 'pelvis', 'pelvic floor']"
27,A diaphragm named for this structure is formed by the coccygeus muscle and levator ani,1,"['pelvic girdle', 'pelvic cavity', 'pelvic', 'pelvic diaphragm', 'pelvis', 'pelvic floor']"
27,The hormone relaxin is named for its ability to loosen this structure,2,"['pelvic girdle', 'pelvic cavity', 'pelvic', 'pelvic diaphragm', 'pelvis', 'pelvic floor']"
27,"Cartilage in this structure is severed in a symphysiotomy, a procedure that saw the first medical use of the chainsaw",3,"['pelvic girdle', 'pelvic cavity', 'pelvic', 'pelvic diaphragm', 'pelvis', 'pelvic floor']"
27,"The acetabulum is a concave surface formed by three bones in this structure, including the ilium and ischium, which fuse together during puberty",4,"['pelvic girdle', 'pelvic cavity', 'pelvic', 'pelvic diaphragm', 'pelvis', 'pelvic floor']"
27,"The sacrum and coccyx form part of the ""girdle"" of this structure",5,"['pelvic girdle', 'pelvic cavity', 'pelvic', 'pelvic diaphragm', 'pelvis', 'pelvic floor']"
27,"Kegel exercises strengthen muscles in this structure's ""floor",6,"['pelvic girdle', 'pelvic cavity', 'pelvic', 'pelvic diaphragm', 'pelvis', 'pelvic floor']"
27,""" For 10 points, name this structure located below the abdomen, which contains the hip bones",7,"['pelvic girdle', 'pelvic cavity', 'pelvic', 'pelvic diaphragm', 'pelvis', 'pelvic floor']"
28,"A critic dubbed one of this thinker's ideas the ""strong systematicity condition,"" in which any equipment traces a path through involvement space to create a vast network",0,"['Heidegger', 'Martin Heidegger']"
28,Hubert Dreyfus' commentaries on this thinker have led to a portmanteau of their names,1,"['Heidegger', 'Martin Heidegger']"
28,This thinker defined fear in relation to particular things and angst in relation to indefinite things,2,"['Heidegger', 'Martin Heidegger']"
28,This thinker advocated destroying ancient ontology to determine the original meanings of ancient philosophical concepts,3,"['Heidegger', 'Martin Heidegger']"
28,"This thinker used the example of a hammer to distinguish between ""present-at-hand"" and ""ready-at-hand",4,"['Heidegger', 'Martin Heidegger']"
28,""" This thinker's magnum opus refers to the form of being specific to humans as dasein",5,"['Heidegger', 'Martin Heidegger']"
28,"For 10 points, name this author of Being and Time, a Nazi German philosopher",6,"['Heidegger', 'Martin Heidegger']"
29,Description acceptable,0,"['Story of the Cranes', 'Satanic Verses', ""Muhammad's recitation of the Satanic Verses""]"
29,"The common term for this event comes from a biography by William Muir, though a popularizer claims to have taken the term from al-Tabari",1,"['Story of the Cranes', 'Satanic Verses', ""Muhammad's recitation of the Satanic Verses""]"
29,Early accounts likely glossed over this event due to the doctrine of ismat al-anbiya,2,"['Story of the Cranes', 'Satanic Verses', ""Muhammad's recitation of the Satanic Verses""]"
29,"The question ""Are you to have the males, and he the females?"" replaced a statement about ""gharāniq"" during this event",3,"['Story of the Cranes', 'Satanic Verses', ""Muhammad's recitation of the Satanic Verses""]"
29,"""Exalted cranes"" were allegedly praised for their intercession in this event, in which Manāt, Al- ʻUzzā, and al-Lāt were invoked",4,"['Story of the Cranes', 'Satanic Verses', ""Muhammad's recitation of the Satanic Verses""]"
29,This event titles a book whose reception was profiled in A Brief History of Blasphemy and which prompted Ruhollah Khomeini's fatwa on an Indian author,5,"['Story of the Cranes', 'Satanic Verses', ""Muhammad's recitation of the Satanic Verses""]"
29,"For 10 points, Muhammed allegedly uttered blasphemous statements in what event that names a novel by Salman Rushdie?",6,"['Story of the Cranes', 'Satanic Verses', ""Muhammad's recitation of the Satanic Verses""]"
30,"Although it was first discovered by Simon Stevin, this scientist is typically credited with the observation that the pressure at the base of a container does not depend on the container's shape, called the hydrostatic paradox",0,"['Blaise Pascal', ""Pascal's law"", 'Pascal', ""Pascal's principle""]"
30,"This scientist apocryphally poured water through a long tube into a sealed barrel, causing it to rupture",1,"['Blaise Pascal', ""Pascal's law"", 'Pascal', ""Pascal's principle""]"
30,This scientist invented the hydraulic press,2,"['Blaise Pascal', ""Pascal's law"", 'Pascal', ""Pascal's principle""]"
30,"The equation ""delta-p equals rho g delta-h"" is a special case of this scientist's principle, which states that the force exerted on an incompressible fluid is evenly distributed",3,"['Blaise Pascal', ""Pascal's law"", 'Pascal', ""Pascal's principle""]"
30,One reference unit equals 101,4,"['Blaise Pascal', ""Pascal's law"", 'Pascal', ""Pascal's principle""]"
30,3 thousand of a unit named for this scientist that equals a Newton per square meter,5,"['Blaise Pascal', ""Pascal's law"", 'Pascal', ""Pascal's principle""]"
30,"For 10 points, identify this scientist who names the SI unit of pressure",6,"['Blaise Pascal', ""Pascal's law"", 'Pascal', ""Pascal's principle""]"
31,"This story illustrates ""the hopeless resignation of the old, sometimes miscalled apathy"" by describing a sleepless woman who weeps by her window at night",0,"[""Monkey's Paw"", ""The Monkey's Paw""]"
31,"In the second of this story's three sections, a representative from Maw and Meggins travels to a house in a bog, informing the residents that he is to offer them two hundred pounds due to a machinery accident",1,"[""Monkey's Paw"", ""The Monkey's Paw""]"
31,"This story ends as a ""knocking ceased suddenly"" outside the house of Mr",2,"[""Monkey's Paw"", ""The Monkey's Paw""]"
31,and Mrs,3,"[""Monkey's Paw"", ""The Monkey's Paw""]"
31,White,4,"[""Monkey's Paw"", ""The Monkey's Paw""]"
31,"A Sergeant-Major who spent twenty-one years in India appears in this story, which relates how a fakir cursed an object to grant three wishes to three people",5,"[""Monkey's Paw"", ""The Monkey's Paw""]"
31,"For 10 points, name this horror story by W",6,"[""Monkey's Paw"", ""The Monkey's Paw""]"
31,W,7,"[""Monkey's Paw"", ""The Monkey's Paw""]"
31,Jacobs titled for a simian appendage,8,"[""Monkey's Paw"", ""The Monkey's Paw""]"
32,Eight of these objects give their name to a fresco that wrapped along three walls of Room 5 of the West House in Akrotiri,0,"['ships', 'boats', 'galley', 'ship', 'boat', 'triremes', 'trireme', 'warships', 'galleys']"
32,"Moschion of Phaselis reported the size of one of these objects, part of which was supported by four massive statues of Atlas, and which included a small temple to Aphrodite",1,"['ships', 'boats', 'galley', 'ship', 'boat', 'triremes', 'trireme', 'warships', 'galleys']"
32,Hiero II commissioned a large one of objects for Ptolemy III called the Syracusia,2,"['ships', 'boats', 'galley', 'ship', 'boat', 'triremes', 'trireme', 'warships', 'galleys']"
32,People who worked with these objects often used a document called a periplus,3,"['ships', 'boats', 'galley', 'ship', 'boat', 'triremes', 'trireme', 'warships', 'galleys']"
32,Silver from Laurium was used to fund the construction of hundreds of these objects after lobbying from Themistocles,4,"['ships', 'boats', 'galley', 'ship', 'boat', 'triremes', 'trireme', 'warships', 'galleys']"
32,Archimedes may have designed a claw to shake these objects and a heat ray designed to set them on fire,5,"['ships', 'boats', 'galley', 'ship', 'boat', 'triremes', 'trireme', 'warships', 'galleys']"
32,"For 10 points, name these vehicles whose trireme variety included three rows of oars",6,"['ships', 'boats', 'galley', 'ship', 'boat', 'triremes', 'trireme', 'warships', 'galleys']"
33,"This organization's ""empire"" was accused of robbing billions of dollars from its Black members in a 2020 essay written by Ellen J",0,"['National Collegiate Athletic Association', 'N.C.A.A.']"
33,Staurowsky and Ramogi Huma,1,"['National Collegiate Athletic Association', 'N.C.A.A.']"
33,"In March 2024, this organization appealed a decision by the NLRB that allowed Romeo Myrthil and Cade Haskins to unionize against this organization",2,"['National Collegiate Athletic Association', 'N.C.A.A.']"
33,The Supreme Court case [this organization] v,3,"['National Collegiate Athletic Association', 'N.C.A.A.']"
33,"Alston, which built upon a 2014 antitrust lawsuit filed by Ed O'Bannon, led this organization to issue a temporary NIL policy",4,"['National Collegiate Athletic Association', 'N.C.A.A.']"
33,"Many state laws, including California's Fair Pay to Play Act, allow members of this organization to receive endorsements and scholarships to cover educational costs",5,"['National Collegiate Athletic Association', 'N.C.A.A.']"
33,"For 10 points, name this collegiate organization that oversees athletics programs",6,"['National Collegiate Athletic Association', 'N.C.A.A.']"
34,Specific term required,0,"['Putsch', 'Munich Putsch', 'Beer Hall Putsch', 'Kapp Putsch', 'putsch']"
34,The namesake of one of these events employed former British MP and conman Ignaz Trebitsch-Lincoln as his press censor,1,"['Putsch', 'Munich Putsch', 'Beer Hall Putsch', 'Kapp Putsch', 'putsch']"
34,"The Honor Temples were built to inter sixteen ""blood witnesses"" killed during one of these events",2,"['Putsch', 'Munich Putsch', 'Beer Hall Putsch', 'Kapp Putsch', 'putsch']"
34,The terrorist group Organisation Consul was created after a general strike caused the failure of one of these events led by Walther von Lüttwitz,3,"['Putsch', 'Munich Putsch', 'Beer Hall Putsch', 'Kapp Putsch', 'putsch']"
34,"The interruption of a speech by Gustav von Kahr began one of these events, after which a wounded Hermann Göring developed his morphine addiction",4,"['Putsch', 'Munich Putsch', 'Beer Hall Putsch', 'Kapp Putsch', 'putsch']"
34,"After supporting one named for Wolfgang Kapp, Erich Ludendorff helped lead another of them with a man who, after its failure, wrote Mein Kampf",5,"['Putsch', 'Munich Putsch', 'Beer Hall Putsch', 'Kapp Putsch', 'putsch']"
34,"For 10 points, Adolf Hitler was imprisoned for leading what kind of event named for a Munich beer hall?",6,"['Putsch', 'Munich Putsch', 'Beer Hall Putsch', 'Kapp Putsch', 'putsch']"
35,The two-volume albums Kinfolk and Pocket Change are by a player of this instrument named Nate Smith,0,"['drum set', 'trap set', 'drum kit', 'drums']"
35,"A song by a player of this instrument begins with the lyric, ""whisper, listen, whisper, listen"" sung by his then-wife Abbey Lincoln",1,"['drum set', 'trap set', 'drum kit', 'drums']"
35,"A player of this instrument wrote ""Freedom Day"" and ""Driva’ Man"" for the album We Insist: Freedom Now Suite",2,"['drum set', 'trap set', 'drum kit', 'drums']"
35,"Two players of this instrument were called ""Papa"" and ""Philly"" because they were both named Joe Jones",3,"['drum set', 'trap set', 'drum kit', 'drums']"
35,"Alongside Horace Silver, a player of this non-bass instrument recorded Bobby Timmons’s song ""Moanin'"" with his Jazz Messengers",4,"['drum set', 'trap set', 'drum kit', 'drums']"
35,"Players of this instrument, like Max Roach and Art Blakey, often play a swing groove on the ride or the hi-hat",5,"['drum set', 'trap set', 'drum kit', 'drums']"
35,"For 10 points, name this percussion instrument that often comes in a ""set",6,"['drum set', 'trap set', 'drum kit', 'drums']"
35,"""",7,"['drum set', 'trap set', 'drum kit', 'drums']"
36,One framework for this programming language has a convention-over-configuration extension partly named Boot,0,"['Java', 'JavaFX']"
36,"3D rendering tools were added to this language's currently supported user interface framework, which adds the letters ""F-X"" to this language's name",1,"['Java', 'JavaFX']"
36,The Model-View-Controller principle is used to configure GUI modules in this language's Spring Framework,2,"['Java', 'JavaFX']"
36,"AWT is this language's legacy GUI toolkit that was expanded upon in the Swing toolkit, which can be used in IDEs such as Netbeans",3,"['Java', 'JavaFX']"
36,"Gridworld was a graphical tool in this language developed for the AP Computer Science curriculum, which is currently taught using this language",4,"['Java', 'JavaFX']"
36,"For 10 points, name this programming language whose logo is a cup of coffee",5,"['Java', 'JavaFX']"
37,"The ""father of objective psychology"" from this country outlined the hippocampus' role in memory and names a degenerative arthritis of the spine",0,"['Soviet Union', 'USSR', 'Rossija', 'Russia', 'Union of Soviet Socialist Republics', 'Republics', 'Belarus', 'Union of Soviet Socialist', 'Union of Soviet Socialist  Republics']"
37,"Psychologists from this country advanced activity theory, which is used to understand a person's mental capabilities",1,"['Soviet Union', 'USSR', 'Rossija', 'Russia', 'Union of Soviet Socialist Republics', 'Republics', 'Belarus', 'Union of Soviet Socialist', 'Union of Soviet Socialist  Republics']"
37,A Neuropsychological Battery named for Nebraska and a psychologist from this country draws on research from The Mind of a Mnemonist,2,"['Soviet Union', 'USSR', 'Rossija', 'Russia', 'Union of Soviet Socialist Republics', 'Republics', 'Belarus', 'Union of Soviet Socialist', 'Union of Soviet Socialist  Republics']"
37,"This home country of Lina Stern was home to a psychologist who outlined a gap between what a learner can and can't do with support, the ""zone of proximal development",3,"['Soviet Union', 'USSR', 'Rossija', 'Russia', 'Union of Soviet Socialist Republics', 'Republics', 'Belarus', 'Union of Soviet Socialist', 'Union of Soviet Socialist  Republics']"
37,""" A psychologist from this country pioneered classical conditioning in a study using a buzzer to train dogs to salivate",4,"['Soviet Union', 'USSR', 'Rossija', 'Russia', 'Union of Soviet Socialist Republics', 'Republics', 'Belarus', 'Union of Soviet Socialist', 'Union of Soviet Socialist  Republics']"
37,"For 10 points, name this home country of Alexander Luria, Lev Vygotsky, and Ivan Pavlov",5,"['Soviet Union', 'USSR', 'Rossija', 'Russia', 'Union of Soviet Socialist Republics', 'Republics', 'Belarus', 'Union of Soviet Socialist', 'Union of Soviet Socialist  Republics']"
38,"While escaping an enemy, this figure cursed a tooth that became Chicken Rock",0,"['Fionn mac Cumhaill', 'Finn MacCool', 'Deinme']"
38,"In some stories, this figure encounters his demigod son with the daughter of Bodb Derg during an argument over a roasted pig",1,"['Fionn mac Cumhaill', 'Finn MacCool', 'Deinme']"
38,"Although water drunk from his hands has healing powers, this figure refuses to use it when Diarmud is severely injured during a boar hunt",2,"['Fionn mac Cumhaill', 'Finn MacCool', 'Deinme']"
38,"This figure's hounds, Bran and Sceolang, introduced him to his first wife when they recognized her as a deer",3,"['Fionn mac Cumhaill', 'Finn MacCool', 'Deinme']"
38,The poet Finegas gives this figure a creature that ate nine hazelnuts that fell into the Well of Wisdom,4,"['Fionn mac Cumhaill', 'Finn MacCool', 'Deinme']"
38,This hero gains a great deal of wisdom after sucking his finger he burnt while cooking the Salmon of Knowledge,5,"['Fionn mac Cumhaill', 'Finn MacCool', 'Deinme']"
38,"For 10 points, name this hero from Irish mythology who leads the Fianna",6,"['Fionn mac Cumhaill', 'Finn MacCool', 'Deinme']"
39,"An eyewitness account of a ""crisis"" that occurred in this city was written by Elizabeth Huckaby",0,['Little Rock']
39,"Daisy Bates's memoir is titled after the ""long shadow"" of this city, which was led by Mayor Woodrow Wilson Mann",1,['Little Rock']
39,Photojournalist Will Counts was nominated for a Pulitzer for his photographs of a woman in this city being harassed by Hazel Bryan,2,['Little Rock']
39,The unanimous decision in Cooper v,3,['Little Rock']
39,Aaron bolstered a group in this city that included Minnijean Brown and Elizabeth Eckford,4,['Little Rock']
39,"After Governor Orval Faubus delayed the implementation of a 1954 Supreme Court ruling, the 101st Airborne Division helped protect a group of students in this city",5,['Little Rock']
39,"For 10 points, name this city whose namesake ""nine"" integrated public schools in Arkansas",6,['Little Rock']
40,"The main character of a play by this author says, ""There are some things that grown-ups just won't discuss,"" whispering the names of diseases like cancer, diphtheria, and asthma to explain how Aunt Blanche became a widow and moved in with his family",0,"['Simon', 'Neil Simon']"
40,A play by this author follows a World War Two private who is forced to do two hundred push-ups while training under Sergeant Toomey in Mississippi,1,"['Simon', 'Neil Simon']"
40,This author's semi-autobiographical trilogy of plays about Eugene Jerome includes Brighton Beach Memoirs and Biloxi Blues,2,"['Simon', 'Neil Simon']"
40,Another comedy by this author opens during a poker game hosted by a slovenly sportswriter and portrays the mismatched friends-turned-roommates Felix Unger and Oscar Madison,3,"['Simon', 'Neil Simon']"
40,"For 10 points, name this playwright of The Odd Couple",4,"['Simon', 'Neil Simon']"
41,This work inspired a painting in which a man pulls the arm of a woman in a green and red dress to his face by Dante Gabriel Rossetti,0,"['Hamlet', 'The Tragedy of Hamlet, Prince of Denmark']"
41,A woman in white is held back by a man who holds his arm to the sky in a Benjamin West painting of this work for a John Boydell collection,1,"['Hamlet', 'The Tragedy of Hamlet, Prince of Denmark']"
41,Richard Dadd depicted this work's title character and his mother in front of a dark background subtitled The Closet Scene,2,"['Hamlet', 'The Tragedy of Hamlet, Prince of Denmark']"
41,An artist depicted a woman from this work brushing her hair as she sits on a willow branch extending over a lily pond,3,"['Hamlet', 'The Tragedy of Hamlet, Prince of Denmark']"
41,Lamps below a tub kept Elizabeth Siddal warm while modeling for a painting of this play in which she holds her hands face-up and stares upward as she drowns,4,"['Hamlet', 'The Tragedy of Hamlet, Prince of Denmark']"
41,"John Waterhouse and John Everett Millais depicted, for 10 points, what play's character Ophelia?",5,"['Hamlet', 'The Tragedy of Hamlet, Prince of Denmark']"
42,"One of these characters lists four truths, including that ""all comfort is achieved through hardship,"" while getting some food stuck in a tooth on New Year's Day",0,"['cats', 'neko', 'cat', 'equivalents']"
42,"In a novel, a postman diagnosed with terminal cancer is offered an extra day of life in exchange for the disappearance of these characters",1,"['cats', 'neko', 'cat', 'equivalents']"
42,One of these characters witnesses a burglar steal a box of yams before later being caught and forced to apologize,2,"['cats', 'neko', 'cat', 'equivalents']"
42,One of these animals uses the unusual pronoun wagahai and narrates a novel in which Avalon Coldmoon courts the spoiled Opula Goldfield,3,"['cats', 'neko', 'cat', 'equivalents']"
42,One of these animals lives with Mr,4,"['cats', 'neko', 'cat', 'equivalents']"
42,Sneaze and drowns in a barrel at the end of a novel which satirizes Meiji society,5,"['cats', 'neko', 'cat', 'equivalents']"
42,"For 10 points, name this type of animal that titles a Natsume Sōseki novel",6,"['cats', 'neko', 'cat', 'equivalents']"
43,Reagent sprayers can be used to achieve more even results in this technique,0,"['TLC', 'thin-layer chromatography']"
43,"It's not electrophoresis, but a mixture of membrane lipids is subjected to this technique and then transferred to a PVDF membrane in a far-Eastern blot",1,"['TLC', 'thin-layer chromatography']"
43,Iodine vapor is used to stain ninhydrin when using this technique to detect amines,2,"['TLC', 'thin-layer chromatography']"
43,Samples are often placed for this technique using a broken pipette or a glass spotting capillary tube,3,"['TLC', 'thin-layer chromatography']"
43,"Like a similar technique using paper, this technique finds the retardation factor by dividing the solute distance by the solvent front distance",4,"['TLC', 'thin-layer chromatography']"
43,"For 10 points, name this form of chromatography in which capillary action draws a sample through a silica plate",5,"['TLC', 'thin-layer chromatography']"
44,This country's capital is home to an Arc de Triomphe-inspired monument whose name translates to Victory Gate and includes designs of the kinnara,0,"['Laos', ""Lao People's Democratic Republic"", 'Lao PDR']"
44,The chili wood plant sankhaan is used in a stew from this country called Or Lam,1,"['Laos', ""Lao People's Democratic Republic"", 'Lao PDR']"
44,"An archipelago in this country, the 4,000 Islands, is located in a river on its western border near Pakse",2,"['Laos', ""Lao People's Democratic Republic"", 'Lao PDR']"
44,"This country's highest point, Phou Bia, has been inaccessible to mountain climbers due to unexploded ordnance",3,"['Laos', ""Lao People's Democratic Republic"", 'Lao PDR']"
44,"Tourists to this country can see the daily procession of monks collecting alms in a city whose name translates to ""Royal Buddha Image",4,"['Laos', ""Lao People's Democratic Republic"", 'Lao PDR']"
44,""" American bombs heavily damaged the Plain of Jars in this country, where the city of Luang Prabang is located",5,"['Laos', ""Lao People's Democratic Republic"", 'Lao PDR']"
44,"For 10 points, Vientiane is the capital of what landlocked Southeast Asian country?",6,"['Laos', ""Lao People's Democratic Republic"", 'Lao PDR']"
45,This composer alternated between 9/8 and 12/8 time in the allegro scherzando movement of a concerto dedicated to Alexander Siloti,0,"['Rachmaninoff', 'Sergei Vasilyevich Rachmaninoff', 'Sergei Rachmaninoff']"
45,A concerto by this composer was the final piece Yunchan Lim performed at the 2022 Cliburn Competition,1,"['Rachmaninoff', 'Sergei Vasilyevich Rachmaninoff', 'Sergei Rachmaninoff']"
45,"The notes ""D, F, E, D, C#, D, E, D"" open the piano part in the allegro ma non tanto movement of a concerto by this composer",2,"['Rachmaninoff', 'Sergei Vasilyevich Rachmaninoff', 'Sergei Rachmaninoff']"
45,Vladimir Horowitz recorded a 1909 D minor concerto by this composer written for a U,3,"['Rachmaninoff', 'Sergei Vasilyevich Rachmaninoff', 'Sergei Rachmaninoff']"
45,S,4,"['Rachmaninoff', 'Sergei Vasilyevich Rachmaninoff', 'Sergei Rachmaninoff']"
45,tour,5,"['Rachmaninoff', 'Sergei Vasilyevich Rachmaninoff', 'Sergei Rachmaninoff']"
45,The moderato of a piano concerto by this composer opens with a bell- like F minor chord followed by a low F,6,"['Rachmaninoff', 'Sergei Vasilyevich Rachmaninoff', 'Sergei Rachmaninoff']"
45,This composer's C minor piano concerto was dedicated to his physician Nikolai Dahl,7,"['Rachmaninoff', 'Sergei Vasilyevich Rachmaninoff', 'Sergei Rachmaninoff']"
45,"For 10 points, name this Russian composer of four piano concertos and Rhapsody on a Theme of Paganini",8,"['Rachmaninoff', 'Sergei Vasilyevich Rachmaninoff', 'Sergei Rachmaninoff']"
46,"After the killing of three Black men, a town on this island hid their bodies for over fifty years",0,"['Okinawa Island', 'Okinawa']"
46,The gangrape of a 12-year-old girl triggered massive protests on this island against the Anpo Treaty,1,"['Okinawa Island', 'Okinawa']"
46,"Taco rice was popularized by servicemen on this island, polluted by runoff from the Kadena Air Base",2,"['Okinawa Island', 'Okinawa']"
46,"The USS Bunker Hill was damaged off this island, where a Confederate flag was raised over its Shuri Castle",3,"['Okinawa Island', 'Okinawa']"
46,"Richard Nixon signed a reversion agreement relinquishing this island, though an American base on this island is still named for Simon Bolivar Buckner, Jr",4,"['Okinawa Island', 'Okinawa']"
46,"The nickname ""typhoon of steel"" was given to this Ryukyu island following a 1945 battle",5,"['Okinawa Island', 'Okinawa']"
46,"For 10 points, name this island, the site of the Pacific Theater's bloodiest battle during World War II",6,"['Okinawa Island', 'Okinawa']"
47,"In a novel by this author, a lawyer from the firm McAllister, Robjent, Reed, and McGee bribes 57 women to make false parentage claims",0,"['Kurt Vonnegut Jr.', 'Vonnegut']"
47,"In that novel by this author, a firefighter suffers a mental breakdown before spending a year in a mental institution",1,"['Kurt Vonnegut Jr.', 'Vonnegut']"
47,"In another novel by this author, a character who wrote a book concerning a world full of robots has his finger bitten by the Pontiac salesman Dwayne Hoover",2,"['Kurt Vonnegut Jr.', 'Vonnegut']"
47,That novel by this author contains a waitress who refers to a martini as the title meal and uses drawings by the author in place of descriptive language,3,"['Kurt Vonnegut Jr.', 'Vonnegut']"
47,"For 10 points, name this author of the novels God Bless You, Mr",4,"['Kurt Vonnegut Jr.', 'Vonnegut']"
47,"Rosewater and Breakfast of Champions, both of which feature the fictional author Kilgore Trout",5,"['Kurt Vonnegut Jr.', 'Vonnegut']"
48,"Richard Pettibone created several ""appropriation"" paintings showing these objects, including one in which a train runs over them",0,"['soup cans', 'Campbell soup cans', ""Campbell's soup cans"", 'Campbell']"
48,A George Lois magazine cover shows a giant one of these objects and a man throwing his hands up,1,"['soup cans', 'Campbell soup cans', ""Campbell's soup cans"", 'Campbell']"
48,"In 2016, several paintings of these objects were stolen from a museum in Springfield, Missouri",2,"['soup cans', 'Campbell soup cans', ""Campbell's soup cans"", 'Campbell']"
48,"The Primus Stuart Gallery placed a mocking sign reading ""Do Not Be Misled",3,"['soup cans', 'Campbell soup cans', ""Campbell's soup cans"", 'Campbell']"
48,Get the Original,4,"['soup cans', 'Campbell soup cans', ""Campbell's soup cans"", 'Campbell']"
48,""" after an exhibition of these objects opened at the Ferus Gallery",5,"['soup cans', 'Campbell soup cans', ""Campbell's soup cans"", 'Campbell']"
48,Roberta Latow helped inspire paintings of these objects shown with peeled and torn labels,6,"['soup cans', 'Campbell soup cans', ""Campbell's soup cans"", 'Campbell']"
48,That collection consists of 32 paintings of these red and white objects,7,"['soup cans', 'Campbell soup cans', ""Campbell's soup cans"", 'Campbell']"
48,"For 10 points, what products that include ""Vegetable Beef"" and ""Tomato"" were painted by Andy Warhol?",8,"['soup cans', 'Campbell soup cans', ""Campbell's soup cans"", 'Campbell']"
49,This leader codified the declarative theory of statehood at an international conference attended by female representative Sophonisba Breckinridge,0,"['FDR', 'Franklin Delano Roosevelt', 'Roosevelt', 'F', 'F Roosevelt']"
49,"At the Montevideo Convention, this leader announced an initiative under which he commissioned the film Saludos Amigos",1,"['FDR', 'Franklin Delano Roosevelt', 'Roosevelt', 'F', 'F Roosevelt']"
49,"Samba performer Carmen Miranda was criticized for her work under this leader, who drafted the constitution of Haiti and later ended its occupation",2,"['FDR', 'Franklin Delano Roosevelt', 'Roosevelt', 'F', 'F Roosevelt']"
49,"To remedy a labor shortage, this leader hired Mexican farmworkers under the Bracero Program, which his successor ended",3,"['FDR', 'Franklin Delano Roosevelt', 'Roosevelt', 'F', 'F Roosevelt']"
