final,page,weight,sentence,word,question,evidence
True,Salvador Dalí,-0.01,1,18,112,"{'confidence': -0.009650478366320001, 'final': True}"
True,Salvador Dalí,-0.00,2,8,112,"{'confidence': -0.0015381933426260003, 'final': True}"
True,Salvador Dalí,-0.00,2,16,112,"{'confidence': -0.0005774814692000002, 'final': True}"
True,Salvador Dalí,-0.00,2,21,112,"{'confidence': -0.00041123816881999994, 'final': True}"
True,Salvador Dalí,-0.00,2,28,112,"{'confidence': -6.0420596466e-05, 'final': True}"
True,Salvador Dalí,-0.00,2,29,112,"{'confidence': -0.00020275933363000004, 'final': True}"
False,Salvador Dalí,-0.03,3,9,112,"{'confidence': -0.03257754401106601, 'final': False}"
True,Hieronymus Bosch,-0.00,3,14,112,"{'confidence': -0.0009946264049999999, 'final': True}"
True,Hieronymus Bosch,-0.00,3,21,112,"{'confidence': -6.9282465e-07, 'final': True}"
True,Hieronymus Bosch,-0.00,3,27,112,"{'confidence': -1.259042e-06, 'final': True}"
True,Hieronymus Bosch,-0.00,3,32,112,"{'confidence': -4.060328125e-06, 'final': True}"
True,Hieronymus Bosch,-0.00,4,7,112,"{'confidence': -7.76277915825e-05, 'final': True}"
True,Hieronymus Bosch,-0.00,4,14,112,"{'confidence': -2.532144875e-07, 'final': True}"
True,Hieronymus Bosch,-0.00,4,17,112,"{'confidence': -2.2720866e-07, 'final': True}"
True,Hieronymus Bosch,-0.00,4,17,112,"{'confidence': -2.2720866e-07, 'final': True}"
False,Structure of the universe,-0.13,0,6,151,"{'confidence': -0.1336778925, 'final': False}"
True,Theory of Forms,-0.02,0,12,151,"{'confidence': -0.022928612813666666, 'final': True}"
False,Adam Smith,-0.12,0,18,151,"{'confidence': -0.1210276248155, 'final': False}"
False,Truth,-0.63,0,21,151,"{'confidence': -0.6332191, 'final': False}"
True,Truth,-0.00,1,5,151,"{'confidence': -0.00054481137, 'final': True}"
True,Truth,-0.00,1,11,151,"{'confidence': -0.0003750231, 'final': True}"
True,Truth,-0.00,1,15,151,"{'confidence': -1.3856493e-06, 'final': True}"
True,Truth,-0.00,1,18,151,"{'confidence': -1.2664457e-06, 'final': True}"
True,Truth,-0.00,2,6,151,"{'confidence': -9.913265e-05, 'final': True}"
True,Truth,-0.00,2,13,151,"{'confidence': -4.1318875e-05, 'final': True}"
True,Truth,-0.00,2,18,151,"{'confidence': -0.00013560164, 'final': True}"
True,Truth,-0.00,2,22,151,"{'confidence': -0.00034309123, 'final': True}"
True,Truth,-0.00,3,8,151,"{'confidence': -0.00013786652, 'final': True}"
True,Truth,-0.00,3,15,151,"{'confidence': -0.0017938241, 'final': True}"
False,Truth,-0.15,3,21,151,"{'confidence': -0.1509923, 'final': False}"
True,Truth,-0.00,3,25,151,"{'confidence': -1.147242e-06, 'final': True}"
True,Truth,-0.00,4,4,151,"{'confidence': -3.0545007e-06, 'final': True}"
True,Truth,-0.00,4,9,151,"{'confidence': -1.8074163e-05, 'final': True}"
True,Truth,-0.00,4,11,151,"{'confidence': -5.5122365e-07, 'final': True}"
True,Truth,-0.00,4,11,151,"{'confidence': -5.5122365e-07, 'final': True}"
False,Zimm plot,-0.27,0,7,225,"{'confidence': -0.27268953168866666, 'final': False}"
False,Ehud Barak,-0.05,0,13,225,"{'confidence': -0.054217251607245, 'final': False}"
False,Operation Black Buck,-0.32,0,19,225,"{'confidence': -0.32202538851, 'final': False}"
False,Operation Foxley,-0.38,1,7,225,"{'confidence': -0.37978941790599996, 'final': False}"
False,Operation Dingo,-0.53,1,12,225,"{'confidence': -0.5340404130666666, 'final': False}"
False,Operation Dromedary,-0.24,1,17,225,"{'confidence': -0.24252968949427997, 'final': False}"
False,Operation Condor,-0.06,1,20,225,"{'confidence': -0.055651093458666666, 'final': False}"
False,Operation Chameleon,-0.43,2,7,225,"{'confidence': -0.431367258834, 'final': False}"
False,Operation Condor,-0.35,2,12,225,"{'confidence': -0.35225717474877666, 'final': False}"
False,Operation Condor,-0.13,2,15,225,"{'confidence': -0.13217109747333333, 'final': False}"
True,Operation Condor,-0.00,2,19,225,"{'confidence': -7.377711566666666e-05, 'final': True}"
True,Operation Condor,-0.00,3,8,225,"{'confidence': -0.0010870121757666667, 'final': True}"
True,Operation Condor,-0.00,3,14,225,"{'confidence': -0.0014176215433333332, 'final': True}"
True,Operation Condor,-0.00,3,19,225,"{'confidence': -0.00145790263, 'final': True}"
True,Operation Condor,-0.01,3,25,225,"{'confidence': -0.008116538006999999, 'final': True}"
True,Operation Condor,-0.01,3,27,225,"{'confidence': -0.007560917290166666, 'final': True}"
False,Condor,-0.04,4,8,225,"{'confidence': -0.0374125873155, 'final': False}"
True,Condor,-0.00,4,14,225,"{'confidence': -3.47171352e-06, 'final': True}"
True,Condor,-0.00,4,15,225,"{'confidence': -3.054500515e-06, 'final': True}"
True,Condor,-0.00,4,15,225,"{'confidence': -3.054500515e-06, 'final': True}"
False,List of plays,-0.18,0,7,17,"{'confidence': -0.18499335826666666, 'final': False}"
True,Much Ado About Nothing,-0.02,0,12,17,"{'confidence': -0.021937819959526, 'final': True}"
False,Tartuffe,-0.22,0,18,17,"{'confidence': -0.222223183107245, 'final': False}"
False,The Rover (play),-0.10,1,8,17,"{'confidence': -0.10338252353053198, 'final': False}"
False,The Rover (play),-0.05,1,14,17,"{'confidence': -0.051979304648730004, 'final': False}"
False,Volpone,-0.15,1,18,17,"{'confidence': -0.152689785, 'final': False}"
False,Volpone,-0.34,1,23,17,"{'confidence': -0.34135577, 'final': False}"
False,The Rover (play),-0.04,2,7,17,"{'confidence': -0.043412301274729996, 'final': False}"
False,The Rover (play),-0.04,2,13,17,"{'confidence': -0.037240310822987996, 'final': False}"
False,The Rover (play),-0.08,2,18,17,"{'confidence': -0.083320278789568, 'final': False}"
False,Measure for Measure,-0.09,2,25,17,"{'confidence': -0.08870333503710999, 'final': False}"
True,All's Well That Ends Well,-0.01,3,6,17,"{'confidence': -0.008732806359165, 'final': True}"
True,All's Well That Ends Well,-0.00,3,13,17,"{'confidence': -1.6191208283333331e-06, 'final': True}"
True,All's Well That Ends Well,-0.00,3,18,17,"{'confidence': -7.449606933333333e-07, 'final': True}"
True,All's Well That Ends Well,-0.00,3,19,17,"{'confidence': -9.436334750000002e-07, 'final': True}"
True,All's Well That Ends Well,-0.00,4,6,17,"{'confidence': -6.0588976e-07, 'final': True}"
True,All's Well That Ends Well,-0.00,4,12,17,"{'confidence': -6.778930916666668e-07, 'final': True}"
True,All's Well That Ends Well,-0.00,4,16,17,"{'confidence': -2.681460516666667e-07, 'final': True}"
True,All's Well That Ends Well,-0.00,4,21,17,"{'confidence': -8.442971083333334e-07, 'final': True}"
True,All's Well That Ends Well,-0.00,4,22,17,"{'confidence': -5.388221833333333e-07, 'final': True}"
True,All's Well That Ends Well,-0.00,4,22,17,"{'confidence': -5.388221833333333e-07, 'final': True}"
False,Functional group,-0.11,0,6,182,"{'confidence': -0.110703375, 'final': False}"
False,Diazomethane,-0.14,0,11,182,"{'confidence': -0.13607309313160001, 'final': False}"
False,Carbonyl group,-0.04,0,16,182,"{'confidence': -0.035008689467599996, 'final': False}"
False,Carbonyl group,-0.08,1,7,182,"{'confidence': -0.07892327857092798, 'final': False}"
True,Ester,-0.00,1,13,182,"{'confidence': -4.1438082e-05, 'final': True}"
True,Ester,-0.00,1,20,182,"{'confidence': -0.00167444578, 'final': True}"
False,Ester,-0.11,2,7,182,"{'confidence': -0.11116488612, 'final': False}"
True,Ester,-0.00,2,13,182,"{'confidence': -0.0036397129700000003, 'final': True}"
True,Ester,-0.01,2,20,182,"{'confidence': -0.006332861150000001, 'final': True}"
False,Ester,-0.11,2,23,182,"{'confidence': -0.10911855114999999, 'final': False}"
True,Ester,-0.00,3,7,182,"{'confidence': -0.00108933304925, 'final': True}"
True,Ester,-0.00,3,13,182,"{'confidence': -0.0004805431498, 'final': True}"
True,Ester,-0.00,3,19,182,"{'confidence': -0.001222946776, 'final': True}"
True,Ester,-0.00,4,7,182,"{'confidence': -0.000372639967, 'final': True}"
True,Ester,-0.00,4,12,182,"{'confidence': -0.000299906465, 'final': True}"
True,Ester,-0.00,4,17,182,"{'confidence': -5.75901755e-05, 'final': True}"
True,Ester,-0.00,4,18,182,"{'confidence': -0.000180580853, 'final': True}"
True,Ester,-0.00,4,18,182,"{'confidence': -0.000180580853, 'final': True}"
