id,answer,sent,text
43,Sun,2,"A god of this domain promised Kunti that her son with him would be born with ear-rings and breastplate armor; that child of a god of this domain was the Kaurava ally, (*) Karna."
43,Sun,3,Hanuman mistook a god of this domain for a fruit and was struck by Indra while flying towards him.
43,Sun,4,"A god of this domain was also called 'Mitra,' the latter of which is cognate with the Iranian 'Mithras.'"
43,Sun,5,"The Hindu god Surya represents, for 10 points, what celestial object?"
44,Puerto_Ricans,0,"A government serving these people lost significant tax revenue when Section 936 of the tax code was changed, eliminating incentives for pharma companies."
44,Puerto_Ricans,1,"250 schools serving these people under the direction of Julia Keleher closed after an event that prompted at least 160,000 of these people to move."
44,Puerto_Ricans,2,A federal law called Promesa reduced pensions for some of these people after a massive bankruptcy.
44,Puerto_Ricans,3,"In 2017, (*) Whitefish Energy was controversially awarded a 300-million-dollar contract to repair an electric grid serving these people after a natural disaster."
44,Puerto_Ricans,4,"In 2020, a plurality of these people voted in favor of a referendum on statehood."
44,Puerto_Ricans,5,"For 10 points, name these American citizens whose island territory was devastated by Hurricane Maria in 2017."
45,Mitochondrion,0,The degradation of these organelles is controlled by PINK1 and parkin and has an as-of-yet unknown association with Parkinson's disease.
45,Mitochondrion,1,The majority of these organelles in neurons are distributed in the dendrites.
45,Mitochondrion,2,"A metalloprotein found in this organelle is commonly used in molecular clock analysis, while another is the standard protein used in animal DNA barcoding."
45,Mitochondrion,3,This organelle receives reducing equivalents from the (*) malate-aspartate shuttle.
45,Mitochondrion,4,"Acute cyanide toxicity inhibits COX in this organelle, which forms Complex IV in this organelle's inner membrane."
45,Mitochondrion,5,A proton gradient found in this organelle drives oxidative phosphorylation.
45,Mitochondrion,6,"For 10 points, name this organelle that uses ATP synthase to power the cell."
46,Origami,0,"A 2008 exhibition on these artworks featured examples by Erik Demaine, the youngest-ever MIT professor."
46,Origami,1,The complexity of these artworks is governed by the Huzita–Hatori axioms proved by physics professor Robert J. Lang.
46,Origami,2,The Yoshizawa–Randlett system is a way to diagram steps in making these artworks.
46,Origami,3,"Since the 1970s, principles from making these artworks have been used to more easily deploy solar panels on satellites and to more efficiently (*) package car airbags."
46,Origami,4,The Pureland form of this art only allows for actions named for mountains and valleys.
46,Origami,5,All of the steps in making these works can be represented in one image in crease pattern diagrams.
46,Origami,6,"For 10 points, name these artworks popular in Japan made from folding a piece of paper."
47,Pierre_Trudeau,0,This politician was told he was better for the 'TV generation' than opponent Robert Stanfield in one of several letters exchanged with Marshall McLuhan.
47,Pierre_Trudeau,1,This man won a huge electoral majority just days after he was pelted with rotten fruit in a John the Baptist Day parade.
47,Pierre_Trudeau,2,Donal Brittain's documentary The Champions chronicles the rivalry between this head of state and independence advocate René Lévesque.
47,Pierre_Trudeau,3,This PM instituted the official (*) bilingualism policy and secured the approval of his country's Charter of Rights and Freedom after succeeding Joe Clark.
47,Pierre_Trudeau,4,He declared 'Just watch me' during the October Crisis over French separatism.
47,Pierre_Trudeau,5,"For 10 points, name this Canadian Prime Minister during much of the 1970s, the father of the current PM Justin."
48,Handbag,0, One of the most iconic of these objects gets its name from being introduced to the public in February 1955 and has a quilted pattern that intentionally resembles jockey jackets.
48,Handbag,1,A bread-inspired one of these objects with an interlocking double-F logo became the first 'it' example of one of these objects after appearing in a robbery scene in Sex and the City.
48,Handbag,2,One of these objects called the Chanel 2.55 features a linked gold (*) chain.
48,Handbag,3,Another of these objects was created after an in-air conversation between Hermès designer Jean-Louis Dumas and actress Jane Birkin on the need for them to have pockets and handles.
48,Handbag,4,"For 10 points, name these accessories that include a saddle-shaped one by Dior meant to be worn tight over the shoulder."
49,Vertex_(graph_theory),0,An s–t cut can be uniquely defined by a single set of these objects because its two partitions are complements to each other.
49,Vertex_(graph_theory),1,All of these objects but one are assigned an initial label of infinity in an overestimate that is improved by repeated relaxation steps during the Bellman–Ford algorithm.
49,Vertex_(graph_theory),2,Determining how to reach all of these objects exactly once is the NP-complete Hamiltonian (*) cycle problem.
49,Vertex_(graph_theory),3,"Given a specific one of these objects, the output of Dijkstra's algorithm spans all of the other ones with minimal distance."
49,Vertex_(graph_theory),4,"The degree of these objects is highest in a complete graph, where they are all adjacent."
49,Vertex_(graph_theory),5,"For 10 points, name these elements of graphs that are connected by edges."
50,Atmosphere,0,The influence of this entity can be reduced by obtaining multiple 'lucky' exposures of short duration and combining them in speckle-based techniques.
50,Atmosphere,1,Instruments can correct for low-order perturbations due to this entity using a segmented mirror that tips and tilts in response to incoming wavefront data in the primary application of adaptive optics.
50,Atmosphere,2,Predictions of this entity's (*) transparency are found alongside cloud cover forecasts in clear sky charts.
50,Atmosphere,3,"This entity spreads out the image of objects during astronomical seeing, and its impact is minimal at high elevation observatories like Mauna Kea."
50,Atmosphere,4,"For 10 points, the twinkling of stars is caused by what turbulent region separating ground-based telescopes from space?"
