ID,Statement Number,Word Count,Sentence Number,Chunk ID,Chunk,Answer,Confidence Score,Answered?
38,38,52,4," In 2008, a seemingly simple counting problem tore apart the Bodybuilding.com user forum. Users with names like ""scrawny2studly"" simply could not agree on the basic math of how many total reps you would rack up over multiple sets, leading to furious arguments and sick burns like ""On your way back from work,",b9092da8,Correct.,-4.5441732e-07,No
38,38,60,5," In 2008, a seemingly simple counting problem tore apart the Bodybuilding.com user forum. Users with names like ""scrawny2studly"" simply could not agree on the basic math of how many total reps you would rack up over multiple sets, leading to furious arguments and sick burns like ""On your way back from work, stop by a 2nd grade class and learn.""",d0d912b9,Correct.,-6.9282465e-07,No
39,39,12,1," Whether it's from a wrestling match or an extremely intense DDR session,",09ae5ac5,Correct.,-2.75611825e-07,No
39,39,17,2," Whether it's from a wrestling match or an extremely intense DDR session, muscle injuries are the worst.",de77928c,"Um, actually, muscle injuries are not universally considered among the worst types of injuries. While they can be painful, injuries like traumatic brain injuries and spinal cord injuries are generally more severe.",-0.27487450417724324,Yes
40,40,15,1," On ""Doctor Who,"" The Doctor and his various companions travel through time on the TARDIS,",ebc87f84,Correct.,-8.120283e-07,No
40,40,27,2," On ""Doctor Who,"" The Doctor and his various companions travel through time on the TARDIS, with each episode focused on seeing Earth throughout many different time periods.",13fb7795,"Um, actually, not every episode of ""Doctor Who"" is focused on seeing Earth throughout many different time periods. The show also explores alien planets, spaceships, and other locations in the universe.",-0.035346251737745006,Yes
41,41,10,1," In the first video game in the Resident Evil series,",ef813338,Correct.,-8.120283e-07,No
41,41,27,2," In the first video game in the Resident Evil series, players fight off zombies and other creatures scientifically created in labs by Cyberdyne Systems in Raccoon City.",b18bea4f,"Um, actually, the creatures in the first Resident Evil game were created by the Umbrella Corporation, not Cyberdyne Systems. Additionally, the game is primarily set in the Spencer Mansion, not in Raccoon City.",-0.09321513566169555,Yes
42,42,5,1," When it comes to Superman,",4ced6ee5,Correct.,-2.637287825e-06,No
42,42,11,2," When it comes to Superman, the letter ""L"" stands for ""love"".",cf1a2603,"Um, actually, the letter ""L"" is not explicitly associated with ""love"" in the Superman universe. It is more commonly associated with the recurring pattern of character names like Lois Lane, Lex Luthor, and Lana Lang.",-0.29094358914829893,Yes
43,43,4,1," In Super Mario 64,",05a49eac,Correct.,-9.3123195e-07,No
43,43,24,2," In Super Mario 64, Mario enters paintings in Princess Peach's Castle in order to collect the 120 Power Stars required to rescue the princess.",56838525,"Um, actually, rescuing Princess Peach in Super Mario 64 does not require collecting all 120 Power Stars. It only requires defeating Bowser in the final stage, which requires a minimum of 70 Power Stars.",-0.08151818272462273,Yes
44,44,8,1," The events of the ""John Wick"" film series,",28b49869,Correct.,-6.2729995e-06,No
44,44,17,2," The events of the ""John Wick"" film series, based on the graphic novel of the same name,",f33272ad,"Um, actually, the ""John Wick"" film series is not based on a graphic novel. It is an original concept created by screenwriter Derek Kolstad, and while there is a graphic novel titled ""John Wick,"" it was published after the films were released.",-0.06035890715161849,Yes
45,45,10,1," In the world of the Hitchhiker's Guide to the Galaxy,",2b51dfe0,Correct.,-1.1696393e-06,No
45,45,17,2," In the world of the Hitchhiker's Guide to the Galaxy, there are a lot of swear words,",b3f41946,"Um, actually, while there are some humorous and fictional swear words like ""Belgium"" and ""zark,"" there are not a lot of swear words in the world of ""The Hitchhiker's Guide to the Galaxy."" The story often avoids traditional profanity.",-0.4601506850477326,Yes
46,46,6,1," Tabletop games like Dungeons and Dragons,",7ea53da1,Correct.,-5.140192e-07,No
46,46,7,2," Tabletop games like Dungeons and Dragons, Warhammer,",34be0f1d,Correct.,-3.3521365e-07,No
46,46,10,3," Tabletop games like Dungeons and Dragons, Warhammer, Magic the Gathering,",ccbca271,Correct.,-8.120283e-07,No
46,46,29,4," Tabletop games like Dungeons and Dragons, Warhammer, Magic the Gathering, and Monopoly are all similar because they each require dice and miniatures that can move around during their gameplay.",af60279f,"Um, actually, not all these games require both dice and miniatures for gameplay. Magic: The Gathering does not use dice or miniatures, and Monopoly uses dice but does not involve miniatures that move strategically.",-0.2603013069719681,Yes
47,47,6,1, After being rescued from a pod,2d9be410,Correct.,-5.51223665e-07,No
47,47,12,1, After being rescued from a pod full of goo designed to keep,8c63f98f,Correct.,-2.6954834799999997e-05,No
47,47,18,1, After being rescued from a pod full of goo designed to keep his brain his brain busy so,b6471661,"Um, actually, the statement does not specify that the rescue was performed by Morpheus and his crew or reference ""The Matrix."" It leaves the details about the rescuer and the context ambiguous.",-0.6187375134568149,No
47,47,24,1, After being rescued from a pod full of goo designed to keep his brain his brain busy so the Machines could use him as,32382e91,Correct.,-7.896309750000001e-07,No
47,47,30,1, After being rescued from a pod full of goo designed to keep his brain his brain busy so the Machines could use him as part of a neural network they,f3c2471f,Correct.,-0.0004942946498000001,No
47,47,31,1," After being rescued from a pod full of goo designed to keep his brain his brain busy so the Machines could use him as part of a neural network they control,",c183cc96,Correct.,-4.92459225e-05,No
47,47,47,2," After being rescued from a pod full of goo designed to keep his brain his brain busy so the Machines could use him as part of a neural network they control, Neo learns that his whole life has been lived in a computer simulation called the Matrix.",3a18df25,"Um, actually, the pod was not designed to keep Neo's brain busy; it was designed to house his body and extract bioelectric and thermal energy to power the Machines, while the Matrix simulation kept his brain occupied. Additionally, the Machines do not use humans as part of a neural network they control; they use humans as energy sources.",-0.053026205311653966,Yes
48,48,11,1," While the original Star Trek TV series theme song is iconic,",1d86e943,Correct.,-8.120283e-07,No
48,48,23,2," While the original Star Trek TV series theme song is iconic, many people don't realize that it actually has lyrics! The seldom-heard words,",ed19dad2,Correct.,-6.10825525e-07,No
48,48,30,3," While the original Star Trek TV series theme song is iconic, many people don't realize that it actually has lyrics! The seldom-heard words, written by the song's composer Alexander Courage,",74c4bc51,Correct.,-0.00801998391732,No
48,48,57,4," While the original Star Trek TV series theme song is iconic, many people don't realize that it actually has lyrics! The seldom-heard words, written by the song's composer Alexander Courage, include the immortal lines: 
Beyond the rim of the star light
My love is wondering in star flight
I know he'll find in star clustered reaches
Love,",6e0d45d0,"Um, actually, Alexander Courage did not write the lyrics to the original Star Trek TV series theme song. The lyrics were written by Gene Roddenberry, not by Courage.",-0.09332916720341429,Yes
49,49,9,1," Having trouble studying all those nerd-culture facts before Um,",6deed5b2,Correct.,-0.00027780522285,No
49,49,21,2," Having trouble studying all those nerd-culture facts before Um, Actually? Try the Pomodoro Technique! Developed by Fanscesco Cirillo in the '80s,",16fdca9d,Correct.,-3.948155e-07,No
49,49,36,3," Having trouble studying all those nerd-culture facts before Um, Actually? Try the Pomodoro Technique! Developed by Fanscesco Cirillo in the '80s, it originally used a tomato-shaped kitchen timer to help maintain focus while working or studying.",b900e476,Correct.,-4.5441732e-07,No
49,49,49,4," Having trouble studying all those nerd-culture facts before Um, Actually? Try the Pomodoro Technique! Developed by Fanscesco Cirillo in the '80s, it originally used a tomato-shaped kitchen timer to help maintain focus while working or studying. You can set the timer for the standard pomodoro length of 55 minutes,",3abd3639,"Um, actually, the standard Pomodoro Technique length is 25 minutes, not 55 minutes.",-0.0001617603811025,Yes
50,50,13,1," When the King of All Cosmos drunkenly destroys the stars in Katamari Damacy,",77df6b35,Correct.,-2.1601e-07,No
50,50,20,2," When the King of All Cosmos drunkenly destroys the stars in Katamari Damacy, his actions don't go unnoticed on earth.",dc7e764c,Correct.,-3.948155e-07,No
50,50,41,3," When the King of All Cosmos drunkenly destroys the stars in Katamari Damacy, his actions don't go unnoticed on earth. The Hoshino Family observes news reports about disappearing stars as they travel to visit astronaut patriarch Tomino for a rocket launch.",909044c8,"Um, actually, the Hoshino Family, astronaut patriarch Tomino, and the storyline involving disappearing stars and a rocket launch are all elements from *We Love Katamari*, not *Katamari Damacy*. The original *Katamari Damacy* focuses on the Prince rolling katamaris to restore celestial bodies destroyed by the King of All Cosmos, without any involvement of the Hoshino Family or a rocket launch.",-0.2423510246625258,Yes
51,51,23,1, The TV series Yellowjackets follows the Yellowjacket's girl's soccer team after a plane crash that strands them in the forest for 19 months.,109268a9,Correct.,-5.73621e-07,No
51,51,28,2," The TV series Yellowjackets follows the Yellowjacket's girl's soccer team after a plane crash that strands them in the forest for 19 months. As the months drag on,",ec55a427,"Um, actually, the statement incorrectly claims that the characters are stranded in the forest for 19 months. The exact duration of their time in the wilderness is not definitively confirmed in the series, and further context is required.",-0.4528049402717778,Yes
52,52,3,1," In ""Alien vs.",3589dd90,The statement is incomplete. Could you please provide the full statement?,-0.31164867500000004,Yes
53,53,18,1, The Metal Gear Solid series features many characters with particularly on the nose names related to their abilities.,3f056bae,Correct.,-4.5441732e-07,No
53,53,21,2," The Metal Gear Solid series features many characters with particularly on the nose names related to their abilities. There's Decoy Octopus,",d2cc9109,Correct.,-3.948155e-07,No
53,53,25,3," The Metal Gear Solid series features many characters with particularly on the nose names related to their abilities. There's Decoy Octopus, a master of disguise,",8d373b28,Correct.,-2.1601e-07,No
53,53,26,4," The Metal Gear Solid series features many characters with particularly on the nose names related to their abilities. There's Decoy Octopus, a master of disguise, Vamp,",5c3e4626,Correct.,-3.948155e-07,No
53,53,33,5," The Metal Gear Solid series features many characters with particularly on the nose names related to their abilities. There's Decoy Octopus, a master of disguise, Vamp, a Romanian assassin with seemingly supernatural abilities,",14723723,Correct.,-6.3322285e-07,No
53,53,35,6," The Metal Gear Solid series features many characters with particularly on the nose names related to their abilities. There's Decoy Octopus, a master of disguise, Vamp, a Romanian assassin with seemingly supernatural abilities, Psycho Mantis,",5379afb8,Correct.,-9.3123195e-07,No
53,53,40,7," The Metal Gear Solid series features many characters with particularly on the nose names related to their abilities. There's Decoy Octopus, a master of disguise, Vamp, a Romanian assassin with seemingly supernatural abilities, Psycho Mantis, a man with psychic abilities,",7cf1052a,Correct.,-3.948155e-07,No
53,53,45,8," The Metal Gear Solid series features many characters with particularly on the nose names related to their abilities. There's Decoy Octopus, a master of disguise, Vamp, a Romanian assassin with seemingly supernatural abilities, Psycho Mantis, a man with psychic abilities, and The Man on Fire,",724a7c7d,Correct.,-6.3322285e-07,No
53,53,51,9," The Metal Gear Solid series features many characters with particularly on the nose names related to their abilities. There's Decoy Octopus, a master of disguise, Vamp, a Romanian assassin with seemingly supernatural abilities, Psycho Mantis, a man with psychic abilities, and The Man on Fire, a man that is on fire.",030be3be,Correct.,-4.5441732e-07,No
54,54,4,1," As the name implies,",79ac8804,Correct.,-0.011623128408165,No
54,54,18,2," As the name implies, Linda Medley's graphic novel Castle Waiting takes place in Sleeping Beauty's formerly enchanted castle.",3e9dae60,Correct.,-3.948155e-07,No
54,54,29,3," As the name implies, Linda Medley's graphic novel Castle Waiting takes place in Sleeping Beauty's formerly enchanted castle. The inhabitants include famous literary or legendary characters like Iron Henry,",4d588af2,Correct.,-2.75611825e-07,No
54,54,32,4," As the name implies, Linda Medley's graphic novel Castle Waiting takes place in Sleeping Beauty's formerly enchanted castle. The inhabitants include famous literary or legendary characters like Iron Henry, the golden-egg-laying goose,",06e9a907,Correct.,-3.3521365e-07,No
54,54,34,5," As the name implies, Linda Medley's graphic novel Castle Waiting takes place in Sleeping Beauty's formerly enchanted castle. The inhabitants include famous literary or legendary characters like Iron Henry, the golden-egg-laying goose, plague-mask-wearing Dr.",f578ea95,Correct.,-3.948155e-07,No
54,54,35,6," As the name implies, Linda Medley's graphic novel Castle Waiting takes place in Sleeping Beauty's formerly enchanted castle. The inhabitants include famous literary or legendary characters like Iron Henry, the golden-egg-laying goose, plague-mask-wearing Dr. Fell,",0d071a9b,"Um, actually, *Castle Waiting* does not include a golden-egg-laying goose as a character.",-0.0006418714549845454,Yes
55,55,10,1," After the success of Episode 1 – The Phantom Menace,",5394bc4a,Correct.,-5.140192e-07,No
55,55,28,2," After the success of Episode 1 – The Phantom Menace, George Lucas released the special edition of the original Star Wars trilogy with a number of controversial changes,",b0f91433,"Um, actually, George Lucas released the special edition of the original Star Wars trilogy in 1997, two years before the release of *Episode I – The Phantom Menace*, not after its success.",-0.03780286318122805,Yes
56,56,10,1," Six Flags might have parks all over the country now,",86ada86e,"Um, actually, Six Flags does not have parks all over the country; it has parks in several states, but not in every state.",-0.14455888003060532,Yes
57,57,19,1," The original Planet of the Apes ends with a wild twist: A shot of the ruined Statue of Liberty,",ce061e3b,Correct.,-5.140192e-07,No
57,57,28,2," The original Planet of the Apes ends with a wild twist: A shot of the ruined Statue of Liberty, showing what we believe is an alien world is,",43097b41,Correct.,-3.948155e-07,No
57,57,30,3," The original Planet of the Apes ends with a wild twist: A shot of the ruined Statue of Liberty, showing what we believe is an alien world is, in fact,",aaef756f,Correct.,-5.73621e-07,No
57,57,31,4," The original Planet of the Apes ends with a wild twist: A shot of the ruined Statue of Liberty, showing what we believe is an alien world is, in fact, Earth.",9fc3d803,Correct.,-3.948155e-07,No
57,57,52,5," The original Planet of the Apes ends with a wild twist: A shot of the ruined Statue of Liberty, showing what we believe is an alien world is, in fact, Earth. Tim Burton's 2001 remake updates this twist by making the planet an alien world but when Mark Wahlberg returns to Earth,",fe626e3a,Correct.,-5.140192e-07,No
57,57,62,6," The original Planet of the Apes ends with a wild twist: A shot of the ruined Statue of Liberty, showing what we believe is an alien world is, in fact, Earth. Tim Burton's 2001 remake updates this twist by making the planet an alien world but when Mark Wahlberg returns to Earth, he finds that the Statue of Liberty is an ape.",d4edbd37,"Um, actually, the 2001 remake of *Planet of the Apes* does not depict the Statue of Liberty as an ape when Mark Wahlberg's character returns to Earth. Instead, the twist reveals the Lincoln Memorial replaced with a statue of General Thade.",-0.1658428387326478,Yes
