final,page,weight,sentence,word,question,evidence,correctness
True,dimension,0.9,0,0,16,"{'confidence': 0.9, 'final': True, 'ground_truth': 'dimension', 'is_correct': True}",True
False,[HIDDEN],0.2,0,7,17,"{'confidence': 0.2, 'final': False, 'ground_truth': 'Junot Díaz', 'is_correct': False}",False
False,[HIDDEN],0.3,0,14,17,"{'confidence': 0.3, 'final': False, 'ground_truth': 'Junot Díaz', 'is_correct': False}",False
False,[HIDDEN],0.7,0,21,17,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Junot Díaz', 'is_correct': False}",False
False,[HIDDEN],0.7,1,0,17,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Junot Díaz', 'is_correct': False}",False
False,[HIDDEN],0.4,1,7,17,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Junot Díaz', 'is_correct': False}",False
False,[HIDDEN],0.7,1,14,17,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Junot Díaz', 'is_correct': False}",False
False,[HIDDEN],0.7,1,21,17,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Junot Díaz', 'is_correct': False}",False
False,[HIDDEN],0.7,2,0,17,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Junot Díaz', 'is_correct': False}",False
False,[HIDDEN],0.7,2,7,17,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Junot Díaz', 'is_correct': False}",False
False,[HIDDEN],0.7,2,14,17,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Junot Díaz', 'is_correct': False}",False
False,[HIDDEN],0.7,2,21,17,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Junot Díaz', 'is_correct': False}",False
True,Junot Díaz,0.8,2,28,17,"{'confidence': 0.8, 'final': True, 'ground_truth': 'Junot Díaz', 'is_correct': True}",True
True,Junot Díaz,0.9,4,20,17,"{'confidence': 0.9, 'final': True, 'ground_truth': 'Junot Díaz', 'is_correct': True}",True
False,[HIDDEN],0.4,0,7,18,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Knickerbocker', 'is_correct': False}",False
False,[HIDDEN],0.7,0,14,18,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Knickerbocker', 'is_correct': False}",False
False,[HIDDEN],0.7,0,21,18,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Knickerbocker', 'is_correct': False}",False
False,[HIDDEN],0.7,1,0,18,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Knickerbocker', 'is_correct': False}",False
False,[HIDDEN],0.3,1,7,18,"{'confidence': 0.3, 'final': False, 'ground_truth': 'Knickerbocker', 'is_correct': False}",False
False,[HIDDEN],0.4,1,14,18,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Knickerbocker', 'is_correct': False}",False
False,[HIDDEN],0.6,2,0,18,"{'confidence': 0.6, 'final': False, 'ground_truth': 'Knickerbocker', 'is_correct': False}",False
False,[HIDDEN],0.4,2,7,18,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Knickerbocker', 'is_correct': False}",False
False,[HIDDEN],0.7,2,14,18,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Knickerbocker', 'is_correct': True}",True
False,[HIDDEN],0.7,2,21,18,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Knickerbocker', 'is_correct': True}",True
False,[HIDDEN],0.7,3,0,18,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Knickerbocker', 'is_correct': True}",True
False,[HIDDEN],0.5,3,7,18,"{'confidence': 0.5, 'final': False, 'ground_truth': 'Knickerbocker', 'is_correct': False}",False
False,[HIDDEN],0.4,3,14,18,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Knickerbocker', 'is_correct': False}",False
False,[HIDDEN],0.7,3,21,18,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Knickerbocker', 'is_correct': True}",True
False,[HIDDEN],0.7,4,0,18,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Knickerbocker', 'is_correct': True}",True
False,[HIDDEN],0.7,4,7,18,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Knickerbocker', 'is_correct': True}",True
False,[HIDDEN],0.7,4,14,18,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Knickerbocker', 'is_correct': True}",True
False,[HIDDEN],0.7,5,0,18,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Knickerbocker', 'is_correct': True}",True
False,[HIDDEN],0.7,5,7,18,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Knickerbocker', 'is_correct': True}",True
True,Knickerbocker,0.8,5,14,18,"{'confidence': 0.8, 'final': True, 'ground_truth': 'Knickerbocker', 'is_correct': True}",True
True,Knickerbocker,0.9,0,14,18,"{'confidence': 0.9, 'final': True, 'ground_truth': 'Knickerbocker', 'is_correct': True}",True
False,[HIDDEN],0.4,0,7,19,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Ireland', 'is_correct': False}",False
False,[HIDDEN],0.4,0,14,19,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Ireland', 'is_correct': False}",False
False,[HIDDEN],0.4,0,21,19,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Ireland', 'is_correct': False}",False
False,[HIDDEN],0.4,1,0,19,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Ireland', 'is_correct': False}",False
False,[HIDDEN],0.4,1,7,19,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Ireland', 'is_correct': False}",False
False,[HIDDEN],0.6,1,14,19,"{'confidence': 0.6, 'final': False, 'ground_truth': 'Ireland', 'is_correct': False}",False
False,[HIDDEN],0.6,1,17,19,"{'confidence': 0.6, 'final': False, 'ground_truth': 'Ireland', 'is_correct': True}",True
False,[HIDDEN],0.6,2,6,19,"{'confidence': 0.6, 'final': False, 'ground_truth': 'Ireland', 'is_correct': False}",False
False,[HIDDEN],0.7,2,13,19,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Ireland', 'is_correct': False}",False
False,[HIDDEN],0.6,2,14,19,"{'confidence': 0.6, 'final': False, 'ground_truth': 'Ireland', 'is_correct': True}",True
False,[HIDDEN],0.6,3,6,19,"{'confidence': 0.6, 'final': False, 'ground_truth': 'Ireland', 'is_correct': True}",True
False,[HIDDEN],0.7,3,13,19,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Ireland', 'is_correct': True}",True
False,[HIDDEN],0.7,3,17,19,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Ireland', 'is_correct': True}",True
False,[HIDDEN],0.7,4,6,19,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Ireland', 'is_correct': True}",True
True,Ireland,0.85,4,13,19,"{'confidence': 0.85, 'final': True, 'ground_truth': 'Ireland', 'is_correct': True}",True
True,Ireland,0.9,6,16,19,"{'confidence': 0.9, 'final': True, 'ground_truth': 'Ireland', 'is_correct': True}",True
False,[HIDDEN],0.4,0,7,20,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Draco', 'is_correct': False}",False
False,[HIDDEN],0.7,0,14,20,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Draco', 'is_correct': False}",False
False,[HIDDEN],0.7,0,21,20,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Draco', 'is_correct': False}",False
True,Peisistratus,-0.8,1,0,20,"{'confidence': 0.8, 'final': True, 'ground_truth': 'Draco', 'is_correct': False}",False
True,Draco,0.85,0,0,20,"{'confidence': 0.85, 'final': True, 'ground_truth': 'Draco', 'is_correct': True}",True
False,[HIDDEN],0.4,0,7,21,"{'confidence': 0.4, 'final': False, 'ground_truth': 'conic sections', 'is_correct': False}",False
False,[HIDDEN],0.4,0,14,21,"{'confidence': 0.4, 'final': False, 'ground_truth': 'conic sections', 'is_correct': False}",False
False,[HIDDEN],0.4,1,0,21,"{'confidence': 0.4, 'final': False, 'ground_truth': 'conic sections', 'is_correct': False}",False
False,[HIDDEN],0.4,1,7,21,"{'confidence': 0.4, 'final': False, 'ground_truth': 'conic sections', 'is_correct': False}",False
False,[HIDDEN],0.4,2,0,21,"{'confidence': 0.4, 'final': False, 'ground_truth': 'conic sections', 'is_correct': False}",False
False,[HIDDEN],0.4,2,7,21,"{'confidence': 0.4, 'final': False, 'ground_truth': 'conic sections', 'is_correct': False}",False
False,[HIDDEN],0.7,3,0,21,"{'confidence': 0.7, 'final': False, 'ground_truth': 'conic sections', 'is_correct': False}",False
False,[HIDDEN],0.6,3,7,21,"{'confidence': 0.6, 'final': False, 'ground_truth': 'conic sections', 'is_correct': True}",True
False,[HIDDEN],0.6,3,14,21,"{'confidence': 0.6, 'final': False, 'ground_truth': 'conic sections', 'is_correct': False}",False
False,[HIDDEN],0.6,4,0,21,"{'confidence': 0.6, 'final': False, 'ground_truth': 'conic sections', 'is_correct': False}",False
False,[HIDDEN],0.7,4,7,21,"{'confidence': 0.7, 'final': False, 'ground_truth': 'conic sections', 'is_correct': True}",True
False,[HIDDEN],0.7,4,14,21,"{'confidence': 0.7, 'final': False, 'ground_truth': 'conic sections', 'is_correct': True}",True
True,cone,0.8,5,0,21,"{'confidence': 0.8, 'final': True, 'ground_truth': 'conic sections', 'is_correct': True}",True
True,conic sections,0.9,0,0,21,"{'confidence': 0.9, 'final': True, 'ground_truth': 'conic sections', 'is_correct': True}",True
False,[HIDDEN],0.7,0,7,22,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Nathaniel Hawthorne', 'is_correct': False}",False
False,[HIDDEN],0.5,0,14,22,"{'confidence': 0.5, 'final': False, 'ground_truth': 'Nathaniel Hawthorne', 'is_correct': False}",False
False,[HIDDEN],0.4,0,21,22,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Nathaniel Hawthorne', 'is_correct': False}",False
False,[HIDDEN],0.7,1,0,22,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Nathaniel Hawthorne', 'is_correct': False}",False
False,[HIDDEN],0.6,1,7,22,"{'confidence': 0.6, 'final': False, 'ground_truth': 'Nathaniel Hawthorne', 'is_correct': False}",False
False,[HIDDEN],0.3,1,14,22,"{'confidence': 0.3, 'final': False, 'ground_truth': 'Nathaniel Hawthorne', 'is_correct': False}",False
False,[HIDDEN],0.6,1,21,22,"{'confidence': 0.6, 'final': False, 'ground_truth': 'Nathaniel Hawthorne', 'is_correct': False}",False
True,Thomas Hardy,0.8,1,28,22,"{'confidence': 0.8, 'final': True, 'ground_truth': 'Nathaniel Hawthorne', 'is_correct': False}",False
True,Nathaniel Hawthorne,0.9,5,0,22,"{'confidence': 0.9, 'final': True, 'ground_truth': 'Nathaniel Hawthorne', 'is_correct': True}",True
False,[HIDDEN],0.4,0,7,23,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Vincent van Gogh', 'is_correct': False}",False
False,[HIDDEN],0.6,0,14,23,"{'confidence': 0.6, 'final': False, 'ground_truth': 'Vincent van Gogh', 'is_correct': False}",False
False,[HIDDEN],0.7,0,21,23,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Vincent van Gogh', 'is_correct': False}",False
False,[HIDDEN],0.6,0,28,23,"{'confidence': 0.6, 'final': False, 'ground_truth': 'Vincent van Gogh', 'is_correct': False}",False
False,[HIDDEN],0.4,1,0,23,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Vincent van Gogh', 'is_correct': False}",False
False,[HIDDEN],0.3,1,7,23,"{'confidence': 0.3, 'final': False, 'ground_truth': 'Vincent van Gogh', 'is_correct': False}",False
False,[HIDDEN],0.4,1,14,23,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Vincent van Gogh', 'is_correct': False}",False
False,[HIDDEN],0.7,2,0,23,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Vincent van Gogh', 'is_correct': False}",False
False,[HIDDEN],0.5,2,7,23,"{'confidence': 0.5, 'final': False, 'ground_truth': 'Vincent van Gogh', 'is_correct': False}",False
False,[HIDDEN],0.4,2,14,23,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Vincent van Gogh', 'is_correct': False}",False
False,[HIDDEN],0.3,3,0,23,"{'confidence': 0.3, 'final': False, 'ground_truth': 'Vincent van Gogh', 'is_correct': False}",False
False,[HIDDEN],0.4,3,7,23,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Vincent van Gogh', 'is_correct': False}",False
False,[HIDDEN],0.4,3,14,23,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Vincent van Gogh', 'is_correct': True}",True
False,[HIDDEN],0.4,3,21,23,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Vincent van Gogh', 'is_correct': False}",False
False,[HIDDEN],0.4,4,0,23,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Vincent van Gogh', 'is_correct': True}",True
False,[HIDDEN],0.5,4,7,23,"{'confidence': 0.5, 'final': False, 'ground_truth': 'Vincent van Gogh', 'is_correct': True}",True
False,[HIDDEN],0.4,4,14,23,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Vincent van Gogh', 'is_correct': True}",True
False,[HIDDEN],0.6,4,21,23,"{'confidence': 0.6, 'final': False, 'ground_truth': 'Vincent van Gogh', 'is_correct': True}",True
False,[HIDDEN],0.6,5,0,23,"{'confidence': 0.6, 'final': False, 'ground_truth': 'Vincent van Gogh', 'is_correct': True}",True
True,Vincent van Gogh,0.8,5,7,23,"{'confidence': 0.8, 'final': True, 'ground_truth': 'Vincent van Gogh', 'is_correct': True}",True
True,Vincent van Gogh,0.9,0,7,23,"{'confidence': 0.9, 'final': True, 'ground_truth': 'Vincent van Gogh', 'is_correct': True}",True
False,[HIDDEN],0.3,0,7,24,"{'confidence': 0.3, 'final': False, 'ground_truth': 'Berbers', 'is_correct': False}",False
False,[HIDDEN],0.4,0,14,24,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Berbers', 'is_correct': False}",False
False,[HIDDEN],0.7,1,0,24,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Berbers', 'is_correct': False}",False
False,[HIDDEN],0.7,1,7,24,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Berbers', 'is_correct': True}",True
False,[HIDDEN],0.6,1,14,24,"{'confidence': 0.6, 'final': False, 'ground_truth': 'Berbers', 'is_correct': True}",True
False,[HIDDEN],0.7,2,0,24,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Berbers', 'is_correct': True}",True
False,[HIDDEN],0.6,2,7,24,"{'confidence': 0.6, 'final': False, 'ground_truth': 'Berbers', 'is_correct': True}",True
True,Berbers,0.8,3,0,24,"{'confidence': 0.8, 'final': True, 'ground_truth': 'Berbers', 'is_correct': True}",True
True,Berbers,0.9,0,0,24,"{'confidence': 0.9, 'final': True, 'ground_truth': 'Berbers', 'is_correct': True}",True
False,[HIDDEN],0.4,0,7,25,"{'confidence': 0.4, 'final': False, 'ground_truth': 'France', 'is_correct': False}",False
False,[HIDDEN],0.6,0,14,25,"{'confidence': 0.6, 'final': False, 'ground_truth': 'France', 'is_correct': False}",False
False,[HIDDEN],0.6,1,0,25,"{'confidence': 0.6, 'final': False, 'ground_truth': 'France', 'is_correct': True}",True
False,[HIDDEN],0.7,1,7,25,"{'confidence': 0.7, 'final': False, 'ground_truth': 'France', 'is_correct': True}",True
False,[HIDDEN],0.7,1,14,25,"{'confidence': 0.7, 'final': False, 'ground_truth': 'France', 'is_correct': False}",False
False,[HIDDEN],0.7,1,21,25,"{'confidence': 0.7, 'final': False, 'ground_truth': 'France', 'is_correct': True}",True
False,[HIDDEN],0.7,2,0,25,"{'confidence': 0.7, 'final': False, 'ground_truth': 'France', 'is_correct': True}",True
False,[HIDDEN],0.7,2,7,25,"{'confidence': 0.7, 'final': False, 'ground_truth': 'France', 'is_correct': False}",False
False,[HIDDEN],0.6,2,14,25,"{'confidence': 0.6, 'final': False, 'ground_truth': 'France', 'is_correct': False}",False
False,[HIDDEN],0.6,2,21,25,"{'confidence': 0.6, 'final': False, 'ground_truth': 'France', 'is_correct': False}",False
False,[HIDDEN],0.7,3,0,25,"{'confidence': 0.7, 'final': False, 'ground_truth': 'France', 'is_correct': False}",False
False,[HIDDEN],0.7,3,7,25,"{'confidence': 0.7, 'final': False, 'ground_truth': 'France', 'is_correct': False}",False
False,[HIDDEN],0.7,3,14,25,"{'confidence': 0.7, 'final': False, 'ground_truth': 'France', 'is_correct': False}",False
False,[HIDDEN],0.7,4,0,25,"{'confidence': 0.7, 'final': False, 'ground_truth': 'France', 'is_correct': True}",True
False,[HIDDEN],0.6,4,7,25,"{'confidence': 0.6, 'final': False, 'ground_truth': 'France', 'is_correct': False}",False
True,France,0.8,4,14,25,"{'confidence': 0.8, 'final': True, 'ground_truth': 'France', 'is_correct': True}",True
True,France,0.9,0,14,25,"{'confidence': 0.9, 'final': True, 'ground_truth': 'France', 'is_correct': True}",True
False,[HIDDEN],0.2,0,7,26,"{'confidence': 0.2, 'final': False, 'ground_truth': 'necklace', 'is_correct': False}",False
False,[HIDDEN],0.4,0,14,26,"{'confidence': 0.4, 'final': False, 'ground_truth': 'necklace', 'is_correct': False}",False
False,[HIDDEN],0.3,0,21,26,"{'confidence': 0.3, 'final': False, 'ground_truth': 'necklace', 'is_correct': False}",False
False,[HIDDEN],0.4,1,0,26,"{'confidence': 0.4, 'final': False, 'ground_truth': 'necklace', 'is_correct': False}",False
False,[HIDDEN],0.3,1,7,26,"{'confidence': 0.3, 'final': False, 'ground_truth': 'necklace', 'is_correct': False}",False
False,[HIDDEN],0.6,1,14,26,"{'confidence': 0.6, 'final': False, 'ground_truth': 'necklace', 'is_correct': False}",False
False,[HIDDEN],0.6,1,21,26,"{'confidence': 0.6, 'final': False, 'ground_truth': 'necklace', 'is_correct': False}",False
False,[HIDDEN],0.6,1,28,26,"{'confidence': 0.6, 'final': False, 'ground_truth': 'necklace', 'is_correct': False}",False
False,[HIDDEN],0.7,2,0,26,"{'confidence': 0.7, 'final': False, 'ground_truth': 'necklace', 'is_correct': False}",False
False,[HIDDEN],0.4,2,7,26,"{'confidence': 0.4, 'final': False, 'ground_truth': 'necklace', 'is_correct': False}",False
False,[HIDDEN],0.7,2,14,26,"{'confidence': 0.7, 'final': False, 'ground_truth': 'necklace', 'is_correct': True}",True
False,[HIDDEN],0.7,3,0,26,"{'confidence': 0.7, 'final': False, 'ground_truth': 'necklace', 'is_correct': False}",False
False,[HIDDEN],0.7,3,7,26,"{'confidence': 0.7, 'final': False, 'ground_truth': 'necklace', 'is_correct': False}",False
True,necklace,0.8,3,14,26,"{'confidence': 0.8, 'final': True, 'ground_truth': 'necklace', 'is_correct': True}",True
True,necklace,0.9,0,14,26,"{'confidence': 0.9, 'final': True, 'ground_truth': 'necklace', 'is_correct': True}",True
False,[HIDDEN],0.4,0,7,27,"{'confidence': 0.4, 'final': False, 'ground_truth': 'pelvis', 'is_correct': False}",False
False,[HIDDEN],0.7,1,0,27,"{'confidence': 0.7, 'final': False, 'ground_truth': 'pelvis', 'is_correct': True}",True
False,[HIDDEN],0.7,1,7,27,"{'confidence': 0.7, 'final': False, 'ground_truth': 'pelvis', 'is_correct': True}",True
False,[HIDDEN],0.6,1,14,27,"{'confidence': 0.6, 'final': False, 'ground_truth': 'pelvis', 'is_correct': True}",True
False,[HIDDEN],0.7,2,0,27,"{'confidence': 0.7, 'final': False, 'ground_truth': 'pelvis', 'is_correct': True}",True
False,[HIDDEN],0.7,2,7,27,"{'confidence': 0.7, 'final': False, 'ground_truth': 'pelvis', 'is_correct': True}",True
True,pelvis,0.8,3,0,27,"{'confidence': 0.8, 'final': True, 'ground_truth': 'pelvis', 'is_correct': True}",True
True,pelvis,0.9,7,15,27,"{'confidence': 0.9, 'final': True, 'ground_truth': 'pelvis', 'is_correct': True}",True
False,[HIDDEN],0.4,0,7,28,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Martin Heidegger', 'is_correct': False}",False
False,[HIDDEN],0.4,0,14,28,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Martin Heidegger', 'is_correct': False}",False
False,[HIDDEN],0.4,0,21,28,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Martin Heidegger', 'is_correct': False}",False
False,[HIDDEN],0.6,1,0,28,"{'confidence': 0.6, 'final': False, 'ground_truth': 'Martin Heidegger', 'is_correct': False}",False
False,[HIDDEN],0.4,1,7,28,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Martin Heidegger', 'is_correct': False}",False
False,[HIDDEN],0.4,2,0,28,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Martin Heidegger', 'is_correct': False}",False
False,[HIDDEN],0.6,2,7,28,"{'confidence': 0.6, 'final': False, 'ground_truth': 'Martin Heidegger', 'is_correct': True}",True
False,[HIDDEN],0.7,2,14,28,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Martin Heidegger', 'is_correct': True}",True
False,[HIDDEN],0.7,3,0,28,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Martin Heidegger', 'is_correct': True}",True
True,Martin Heidegger,0.75,3,7,28,"{'confidence': 0.75, 'final': True, 'ground_truth': 'Martin Heidegger', 'is_correct': True}",True
True,Martin Heidegger,0.95,6,13,28,"{'confidence': 0.95, 'final': True, 'ground_truth': 'Martin Heidegger', 'is_correct': True}",True
False,[HIDDEN],0.1,1,5,29,"{'confidence': 0.1, 'final': False, 'ground_truth': 'The Satanic Verses incident', 'is_correct': False}",False
False,[HIDDEN],0.3,1,12,29,"{'confidence': 0.3, 'final': False, 'ground_truth': 'The Satanic Verses incident', 'is_correct': False}",False
False,[HIDDEN],0.4,1,19,29,"{'confidence': 0.4, 'final': False, 'ground_truth': 'The Satanic Verses incident', 'is_correct': False}",False
False,[HIDDEN],0.6,2,0,29,"{'confidence': 0.6, 'final': False, 'ground_truth': 'The Satanic Verses incident', 'is_correct': False}",False
False,[HIDDEN],0.4,2,7,29,"{'confidence': 0.4, 'final': False, 'ground_truth': 'The Satanic Verses incident', 'is_correct': False}",False
False,[HIDDEN],0.4,3,0,29,"{'confidence': 0.4, 'final': False, 'ground_truth': 'The Satanic Verses incident', 'is_correct': False}",False
False,[HIDDEN],0.4,3,7,29,"{'confidence': 0.4, 'final': False, 'ground_truth': 'The Satanic Verses incident', 'is_correct': False}",False
False,[HIDDEN],0.4,3,14,29,"{'confidence': 0.4, 'final': False, 'ground_truth': 'The Satanic Verses incident', 'is_correct': False}",False
False,[HIDDEN],0.7,4,0,29,"{'confidence': 0.7, 'final': False, 'ground_truth': 'The Satanic Verses incident', 'is_correct': True}",True
False,[HIDDEN],0.7,4,7,29,"{'confidence': 0.7, 'final': False, 'ground_truth': 'The Satanic Verses incident', 'is_correct': True}",True
False,[HIDDEN],0.7,4,14,29,"{'confidence': 0.7, 'final': False, 'ground_truth': 'The Satanic Verses incident', 'is_correct': True}",True
False,[HIDDEN],0.6,5,0,29,"{'confidence': 0.6, 'final': False, 'ground_truth': 'The Satanic Verses incident', 'is_correct': True}",True
False,[HIDDEN],0.7,5,7,29,"{'confidence': 0.7, 'final': False, 'ground_truth': 'The Satanic Verses incident', 'is_correct': True}",True
False,[HIDDEN],0.7,5,14,29,"{'confidence': 0.7, 'final': False, 'ground_truth': 'The Satanic Verses incident', 'is_correct': True}",True
False,[HIDDEN],0.7,5,21,29,"{'confidence': 0.7, 'final': False, 'ground_truth': 'The Satanic Verses incident', 'is_correct': True}",True
False,[HIDDEN],0.7,6,0,29,"{'confidence': 0.7, 'final': False, 'ground_truth': 'The Satanic Verses incident', 'is_correct': True}",True
False,[HIDDEN],0.7,6,7,29,"{'confidence': 0.7, 'final': False, 'ground_truth': 'The Satanic Verses incident', 'is_correct': False}",False
True,Satanic Verses,0.8,6,14,29,"{'confidence': 0.8, 'final': True, 'ground_truth': 'The Satanic Verses incident', 'is_correct': True}",True
True,The Satanic Verses incident,0.9,0,14,29,"{'confidence': 0.9, 'final': True, 'ground_truth': 'The Satanic Verses incident', 'is_correct': True}",True
False,[HIDDEN],0.1,0,7,30,"{'confidence': 0.1, 'final': False, 'ground_truth': 'Blaise Pascal', 'is_correct': False}",False
False,[HIDDEN],0.6,0,14,30,"{'confidence': 0.6, 'final': False, 'ground_truth': 'Blaise Pascal', 'is_correct': False}",False
False,[HIDDEN],0.6,0,21,30,"{'confidence': 0.6, 'final': False, 'ground_truth': 'Blaise Pascal', 'is_correct': True}",True
False,[HIDDEN],0.7,0,28,30,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Blaise Pascal', 'is_correct': True}",True
False,[HIDDEN],0.7,0,35,30,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Blaise Pascal', 'is_correct': True}",True
False,[HIDDEN],0.7,1,0,30,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Blaise Pascal', 'is_correct': True}",True
False,[HIDDEN],0.7,1,7,30,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Blaise Pascal', 'is_correct': True}",True
True,Blaise Pascal,0.8,1,14,30,"{'confidence': 0.8, 'final': True, 'ground_truth': 'Blaise Pascal', 'is_correct': True}",True
True,Blaise Pascal,0.9,6,12,30,"{'confidence': 0.9, 'final': True, 'ground_truth': 'Blaise Pascal', 'is_correct': True}",True
False,[HIDDEN],0.4,0,7,31,"{'confidence': 0.4, 'final': False, 'ground_truth': ""The Monkey's Paw"", 'is_correct': False}",False
False,[HIDDEN],0.6,0,14,31,"{'confidence': 0.6, 'final': False, 'ground_truth': ""The Monkey's Paw"", 'is_correct': False}",False
False,[HIDDEN],0.7,0,21,31,"{'confidence': 0.7, 'final': False, 'ground_truth': ""The Monkey's Paw"", 'is_correct': False}",False
False,[HIDDEN],0.4,1,0,31,"{'confidence': 0.4, 'final': False, 'ground_truth': ""The Monkey's Paw"", 'is_correct': False}",False
False,[HIDDEN],0.4,1,7,31,"{'confidence': 0.4, 'final': False, 'ground_truth': ""The Monkey's Paw"", 'is_correct': False}",False
False,[HIDDEN],0.7,1,14,31,"{'confidence': 0.7, 'final': False, 'ground_truth': ""The Monkey's Paw"", 'is_correct': False}",False
False,[HIDDEN],0.7,1,21,31,"{'confidence': 0.7, 'final': False, 'ground_truth': ""The Monkey's Paw"", 'is_correct': False}",False
True,The Monkey's Paw,0.9,1,28,31,"{'confidence': 0.9, 'final': True, 'ground_truth': ""The Monkey's Paw"", 'is_correct': True}",True
True,The Monkey's Paw,0.9,8,5,31,"{'confidence': 0.9, 'final': True, 'ground_truth': ""The Monkey's Paw"", 'is_correct': True}",True
False,[HIDDEN],0.6,0,7,32,"{'confidence': 0.6, 'final': False, 'ground_truth': 'ships', 'is_correct': False}",False
False,[HIDDEN],0.4,0,14,32,"{'confidence': 0.4, 'final': False, 'ground_truth': 'ships', 'is_correct': False}",False
False,[HIDDEN],0.4,0,21,32,"{'confidence': 0.4, 'final': False, 'ground_truth': 'ships', 'is_correct': False}",False
False,[HIDDEN],0.7,1,0,32,"{'confidence': 0.7, 'final': False, 'ground_truth': 'ships', 'is_correct': False}",False
False,[HIDDEN],0.3,1,7,32,"{'confidence': 0.3, 'final': False, 'ground_truth': 'ships', 'is_correct': False}",False
False,[HIDDEN],0.6,1,14,32,"{'confidence': 0.6, 'final': False, 'ground_truth': 'ships', 'is_correct': False}",False
False,[HIDDEN],0.4,1,21,32,"{'confidence': 0.4, 'final': False, 'ground_truth': 'ships', 'is_correct': False}",False
False,[HIDDEN],0.4,1,28,32,"{'confidence': 0.4, 'final': False, 'ground_truth': 'ships', 'is_correct': False}",False
False,[HIDDEN],0.4,2,0,32,"{'confidence': 0.4, 'final': False, 'ground_truth': 'ships', 'is_correct': False}",False
False,[HIDDEN],0.4,2,7,32,"{'confidence': 0.4, 'final': False, 'ground_truth': 'ships', 'is_correct': True}",True
False,[HIDDEN],0.6,3,0,32,"{'confidence': 0.6, 'final': False, 'ground_truth': 'ships', 'is_correct': True}",True
